#"geneId","sample","tissue","score"
"ENSG00000141736.13","GTEX-ZE7O-2926-SM-51MSG","minorSalivGland","45.5"
"ENSG00000141736.13","GTEX-ZC5H-2726-SM-5KLZW","minorSalivGland","40.85"
"ENSG00000141736.13","GTEX-ZAB5-2326-SM-5IJFR","minorSalivGland","61.35"
"ENSG00000141736.13","GTEX-ZA64-1726-SM-5CVMF","minorSalivGland","67.13"
"ENSG00000141736.13","GTEX-YF7O-2226-SM-5CVN8","minorSalivGland","70.71"
"ENSG00000141736.13","GTEX-YB5K-1726-SM-5IFIZ","minorSalivGland","94.17"
"ENSG00000141736.13","GTEX-Y5V6-2226-SM-4VDTC","minorSalivGland","75.88"
"ENSG00000141736.13","GTEX-Y5LM-1826-SM-4VDT9","minorSalivGland","55.82"
"ENSG00000141736.13","GTEX-Y3I4-1926-SM-4TT8L","minorSalivGland","54.22"
"ENSG00000141736.13","GTEX-Y111-2626-SM-4TT24","minorSalivGland","96.92"
"ENSG00000141736.13","GTEX-XV7Q-2426-SM-4BRV8","minorSalivGland","63.71"
"ENSG00000141736.13","GTEX-XMK1-2626-SM-4B65R","minorSalivGland","93.24"
"ENSG00000141736.13","GTEX-XGQ4-2626-SM-4AT6B","minorSalivGland","80.8"
"ENSG00000141736.13","GTEX-X5EB-1726-SM-4E3J7","minorSalivGland","84.81"
"ENSG00000141736.13","GTEX-X3Y1-1926-SM-4PQZO","minorSalivGland","67.55"
"ENSG00000141736.13","GTEX-X261-2426-SM-4PQZU","minorSalivGland","106.3"
"ENSG00000141736.13","GTEX-X15G-2126-SM-4PQZR","minorSalivGland","83.91"
"ENSG00000141736.13","GTEX-WYVS-2026-SM-4RGNS","minorSalivGland","91.07"
"ENSG00000141736.13","GTEX-WY7C-1426-SM-4OND1","minorSalivGland","119.6"
"ENSG00000141736.13","GTEX-WOFM-2126-SM-4OOSR","minorSalivGland","89.17"
"ENSG00000141736.13","GTEX-WHSB-2326-SM-4M1XK","minorSalivGland","96.15"
"ENSG00000141736.13","GTEX-WH7G-2126-SM-4M1XU","minorSalivGland","98.09"
"ENSG00000141736.13","GTEX-WFJO-2026-SM-4LVM3","minorSalivGland","133.5"
"ENSG00000141736.13","GTEX-1S83E-0626-SM-E9TKC","minorSalivGland","91.78"
"ENSG00000141736.13","GTEX-1S82P-0726-SM-EVR4O","minorSalivGland","84.27"
"ENSG00000141736.13","GTEX-1RNSC-2926-SM-EV79L","minorSalivGland","61.14"
"ENSG00000141736.13","GTEX-1RAZA-0626-SM-EAZ4H","minorSalivGland","72.56"
"ENSG00000141736.13","GTEX-1R9PO-2626-SM-E6CPU","minorSalivGland","61.34"
"ENSG00000141736.13","GTEX-1R9PM-1726-SM-E8VOA","minorSalivGland","99.62"
"ENSG00000141736.13","GTEX-1R9K5-0626-SM-DPRZB","minorSalivGland","101.5"
"ENSG00000141736.13","GTEX-1R9K4-0526-SM-E76P1","minorSalivGland","47.29"
"ENSG00000141736.13","GTEX-1QP9N-2026-SM-DPRZT","minorSalivGland","98.16"
"ENSG00000141736.13","GTEX-1QMI2-0426-SM-EWRND","minorSalivGland","77.53"
"ENSG00000141736.13","GTEX-1QEPI-0626-SM-E76QE","minorSalivGland","82.22"
"ENSG00000141736.13","GTEX-1QCLZ-2526-SM-EXUST","minorSalivGland","76.39"
"ENSG00000141736.13","GTEX-1PPH8-1526-SM-E6CQO","minorSalivGland","96.75"
"ENSG00000141736.13","GTEX-1POEN-2226-SM-DPRXV","minorSalivGland","60.78"
"ENSG00000141736.13","GTEX-1PIEJ-0626-SM-DTX99","minorSalivGland","106.5"
"ENSG00000141736.13","GTEX-1P4AB-2926-SM-EXOJR","minorSalivGland","91.29"
"ENSG00000141736.13","GTEX-1OJC4-3126-SM-EXOJK","minorSalivGland","58.13"
"ENSG00000141736.13","GTEX-1OJC3-1026-SM-E6CQK","minorSalivGland","106"
"ENSG00000141736.13","GTEX-1NSGN-0626-SM-E9J35","minorSalivGland","58.88"
"ENSG00000141736.13","GTEX-1MGNQ-1926-SM-DTX8L","minorSalivGland","101.5"
"ENSG00000141736.13","GTEX-1MCQQ-2226-SM-DLHC4","minorSalivGland","62.81"
"ENSG00000141736.13","GTEX-1MCC2-2226-SM-EV7AJ","minorSalivGland","111.4"
"ENSG00000141736.13","GTEX-1LVAO-2626-SM-EVR4S","minorSalivGland","80.5"
"ENSG00000141736.13","GTEX-1LVA9-2526-SM-EVR5H","minorSalivGland","72.61"
"ENSG00000141736.13","GTEX-1LSNL-2626-SM-EV7AT","minorSalivGland","58.41"
"ENSG00000141736.13","GTEX-1LKK1-2926-SM-EVR4Z","minorSalivGland","83.75"
"ENSG00000141736.13","GTEX-1LC47-2426-SM-DHXKK","minorSalivGland","76.78"
"ENSG00000141736.13","GTEX-1LBAC-0626-SM-D3L9T","minorSalivGland","83.44"
"ENSG00000141736.13","GTEX-1KD5A-2226-SM-EV79U","minorSalivGland","58.44"
"ENSG00000141736.13","GTEX-1KD4Q-2526-SM-CXZKL","minorSalivGland","87.65"
"ENSG00000141736.13","GTEX-1KANC-1326-SM-CYPT8","minorSalivGland","84.67"
"ENSG00000141736.13","GTEX-1JN6P-2526-SM-CNNPX","minorSalivGland","69.81"
"ENSG00000141736.13","GTEX-1JN1M-2426-SM-ARU93","minorSalivGland","75.8"
"ENSG00000141736.13","GTEX-1JKYR-0726-SM-AHZ3K","minorSalivGland","111.6"
"ENSG00000141736.13","GTEX-1J8QM-1826-SM-A96TA","minorSalivGland","75.29"
"ENSG00000141736.13","GTEX-1J8EW-2826-SM-A96T9","minorSalivGland","91"
"ENSG00000141736.13","GTEX-1J1R8-1826-SM-AHZ3B","minorSalivGland","91.97"
"ENSG00000141736.13","GTEX-1IY9M-2926-SM-A96TH","minorSalivGland","73.74"
"ENSG00000141736.13","GTEX-1IOXB-2826-SM-AHZ32","minorSalivGland","53.91"
"ENSG00000141736.13","GTEX-1IE54-0826-SM-AHZ2Z","minorSalivGland","80.44"
"ENSG00000141736.13","GTEX-1IDJD-2526-SM-C1YSA","minorSalivGland","105.8"
"ENSG00000141736.13","GTEX-1IDJC-1626-SM-AHZ2R","minorSalivGland","84.51"
"ENSG00000141736.13","GTEX-1I6K7-0926-SM-A96SV","minorSalivGland","100"
"ENSG00000141736.13","GTEX-1I6K6-0626-SM-ARU7J","minorSalivGland","128.4"
"ENSG00000141736.13","GTEX-1I4MK-1326-SM-B2LWT","minorSalivGland","108.5"
"ENSG00000141736.13","GTEX-1I1HK-2526-SM-A96SM","minorSalivGland","64.36"
"ENSG00000141736.13","GTEX-1HSMQ-0926-SM-A96SI","minorSalivGland","89.51"
"ENSG00000141736.13","GTEX-1HSGN-0626-SM-A9G2E","minorSalivGland","92.96"
"ENSG00000141736.13","GTEX-1HSEH-1826-SM-A96SA","minorSalivGland","108.6"
"ENSG00000141736.13","GTEX-1HR9M-2526-SM-A9G3J","minorSalivGland","64.17"
"ENSG00000141736.13","GTEX-1HFI7-2426-SM-B2LXV","minorSalivGland","107"
"ENSG00000141736.13","GTEX-1HCU7-0126-SM-C1YR3","minorSalivGland","98.79"
"ENSG00000141736.13","GTEX-1H4P4-2026-SM-9WPNV","minorSalivGland","67.06"
"ENSG00000141736.13","GTEX-1H1CY-2326-SM-9OSXW","minorSalivGland","74.59"
"ENSG00000141736.13","GTEX-1GZ2Q-2526-SM-9KNVW","minorSalivGland","76.68"
"ENSG00000141736.13","GTEX-1GTWX-2526-SM-9JGHG","minorSalivGland","40.61"
"ENSG00000141736.13","GTEX-1GPI7-0326-SM-7MKH6","minorSalivGland","98.5"
"ENSG00000141736.13","GTEX-1GN1W-2526-SM-9JGHX","minorSalivGland","84.08"
"ENSG00000141736.13","GTEX-1GN1V-2926-SM-9JGI3","minorSalivGland","64.82"
"ENSG00000141736.13","GTEX-1GMR2-2026-SM-7MKHK","minorSalivGland","66.44"
"ENSG00000141736.13","GTEX-1GF9X-0226-SM-7P8SM","minorSalivGland","97.01"
"ENSG00000141736.13","GTEX-1EH9U-2926-SM-7DHLX","minorSalivGland","88.39"
"ENSG00000141736.13","GTEX-1CB4I-2526-SM-7MKG1","minorSalivGland","104.5"
"ENSG00000141736.13","GTEX-1C6VR-0726-SM-7P8OV","minorSalivGland","83.18"
"ENSG00000141736.13","GTEX-1C64O-0626-SM-7DHL1","minorSalivGland","137.9"
"ENSG00000141736.13","GTEX-1C64N-2926-SM-79OLM","minorSalivGland","86.53"
"ENSG00000141736.13","GTEX-1C4CL-2026-SM-731EB","minorSalivGland","87.49"
"ENSG00000141736.13","GTEX-1B97J-2126-SM-79OL6","minorSalivGland","92.46"
"ENSG00000141736.13","GTEX-1B932-0626-SM-731EM","minorSalivGland","64.73"
"ENSG00000141736.13","GTEX-1B8SF-1826-SM-731DJ","minorSalivGland","68.05"
"ENSG00000141736.13","GTEX-1B8KZ-1726-SM-73KV7","minorSalivGland","72.11"
"ENSG00000141736.13","GTEX-1AYD5-2726-SM-7MXVG","minorSalivGland","90.01"
"ENSG00000141736.13","GTEX-1AX9K-2126-SM-72D7K","minorSalivGland","73.72"
"ENSG00000141736.13","GTEX-1AX8Z-0626-SM-731EH","minorSalivGland","111.7"
"ENSG00000141736.13","GTEX-1AMEY-1126-SM-72D79","minorSalivGland","81.15"
"ENSG00000141736.13","GTEX-1A3MV-1726-SM-72D68","minorSalivGland","67.09"
"ENSG00000141736.13","GTEX-18QFQ-0626-SM-718AW","minorSalivGland","120.4"
"ENSG00000141736.13","GTEX-18D9U-2226-SM-7KFTN","minorSalivGland","91.77"
"ENSG00000141736.13","GTEX-18A7B-2826-SM-7KFTK","minorSalivGland","50.61"
"ENSG00000141736.13","GTEX-18A67-0626-SM-7KFSL","minorSalivGland","107.2"
"ENSG00000141736.13","GTEX-17MFQ-1626-SM-7938Z","minorSalivGland","113"
"ENSG00000141736.13","GTEX-17KNJ-2726-SM-7KFRE","minorSalivGland","84.68"
"ENSG00000141736.13","GTEX-178AV-1426-SM-6LLID","minorSalivGland","90.09"
"ENSG00000141736.13","GTEX-15SHV-2226-SM-6M464","minorSalivGland","66.25"
"ENSG00000141736.13","GTEX-15RJE-2726-SM-6LPJ1","minorSalivGland","68.84"
"ENSG00000141736.13","GTEX-15EU6-2626-SM-7KUN4","minorSalivGland","93.88"
"ENSG00000141736.13","GTEX-15CHC-1226-SM-686ZH","minorSalivGland","99.83"
"ENSG00000141736.13","GTEX-14PN4-2526-SM-686ZG","minorSalivGland","68.22"
"ENSG00000141736.13","GTEX-14PJN-1726-SM-69LO7","minorSalivGland","73.15"
"ENSG00000141736.13","GTEX-14PJ3-1526-SM-664O9","minorSalivGland","98.82"
"ENSG00000141736.13","GTEX-14JIY-3026-SM-6EU1R","minorSalivGland","19.64"
"ENSG00000141736.13","GTEX-14E1K-2626-SM-664OJ","minorSalivGland","98.68"
"ENSG00000141736.13","GTEX-14B4R-1426-SM-5Q5CG","minorSalivGland","62.7"
"ENSG00000141736.13","GTEX-146FR-1226-SM-5SIA7","minorSalivGland","80.97"
"ENSG00000141736.13","GTEX-145ME-1626-SM-5RQI3","minorSalivGland","77.61"
"ENSG00000141736.13","GTEX-1445S-2926-SM-5O993","minorSalivGland","57.86"
"ENSG00000141736.13","GTEX-13VXT-1726-SM-5IFF5","minorSalivGland","73.26"
"ENSG00000141736.13","GTEX-13QJC-2326-SM-5Q5CD","minorSalivGland","94.26"
"ENSG00000141736.13","GTEX-13QBU-2126-SM-5KLZN","minorSalivGland","73.31"
"ENSG00000141736.13","GTEX-13OVL-2926-SM-5IFG3","minorSalivGland","71.97"
"ENSG00000141736.13","GTEX-13OVK-1826-SM-6PALE","minorSalivGland","96.16"
"ENSG00000141736.13","GTEX-13OVI-2326-SM-5KM47","minorSalivGland","91.7"
"ENSG00000141736.13","GTEX-13O21-1926-SM-5MR39","minorSalivGland","92.85"
"ENSG00000141736.13","GTEX-13NYB-2426-SM-5IFF4","minorSalivGland","62.14"
"ENSG00000141736.13","GTEX-13JVG-2926-SM-5J2N9","minorSalivGland","86.77"
"ENSG00000141736.13","GTEX-13G51-2426-SM-5LZY8","minorSalivGland","76.9"
"ENSG00000141736.13","GTEX-13CF2-2426-SM-5LZYL","minorSalivGland","36.86"
"ENSG00000141736.13","GTEX-1339X-2326-SM-5HL5B","minorSalivGland","88.78"
