#"geneId","sample","tissue","score"
"ENSG00000141736.13","GTEX-13FLW-0011-R6b-SM-5L3EN","brainNucAccumbens","8.563"
"ENSG00000141736.13","GTEX-13FLV-0011-R6a-SM-5KLZ4","brainNucAccumbens","11.41"
"ENSG00000141736.13","GTEX-13FHP-0011-R6b-SM-5LZY6","brainNucAccumbens","6.27"
"ENSG00000141736.13","GTEX-13FHO-0011-R6b-SM-5LZX1","brainNucAccumbens","12.06"
"ENSG00000141736.13","GTEX-139TT-0011-R6b-SM-5J2ON","brainNucAccumbens","14.06"
"ENSG00000141736.13","GTEX-139TS-0011-R6a-SM-5J2OB","brainNucAccumbens","6.162"
"ENSG00000141736.13","GTEX-1399T-0011-R6b-SM-5K7YL","brainNucAccumbens","7.25"
"ENSG00000141736.13","GTEX-132Q8-0011-R6a-SM-5K7YN","brainNucAccumbens","18.54"
"ENSG00000141736.13","GTEX-131XW-0011-R6b-SM-5K7XY","brainNucAccumbens","5.767"
"ENSG00000141736.13","GTEX-131XH-0011-R6a-SM-5KM2G","brainNucAccumbens","9.899"
"ENSG00000141736.13","GTEX-1313W-0011-R6a-SM-5K7XO","brainNucAccumbens","5.332"
"ENSG00000141736.13","GTEX-13112-0011-R6b-SM-5DUVK","brainNucAccumbens","6.702"
"ENSG00000141736.13","GTEX-12ZZZ-0011-R6b-SM-5EQ5B","brainNucAccumbens","7.037"
"ENSG00000141736.13","GTEX-12ZZY-0011-R6b-SM-5EGLA","brainNucAccumbens","10.94"
"ENSG00000141736.13","GTEX-12ZZX-0011-R6a-SM-5HL8L","brainNucAccumbens","9.914"
"ENSG00000141736.13","GTEX-12ZZW-0011-R6a-SM-5DUVZ","brainNucAccumbens","10.71"
"ENSG00000141736.13","GTEX-12WSM-0011-R6b-SM-5EQ6N","brainNucAccumbens","7.399"
"ENSG00000141736.13","GTEX-12WSH-0011-R6b-SM-5P9F4","brainNucAccumbens","5.164"
"ENSG00000141736.13","GTEX-12WSF-0011-R6b-SM-5HL8W","brainNucAccumbens","6.853"
"ENSG00000141736.13","GTEX-12WSE-0011-R6b-SM-5LZV5","brainNucAccumbens","5.094"
"ENSG00000141736.13","GTEX-12WSD-0011-R6b-SM-5P9JU","brainNucAccumbens","4.434"
"ENSG00000141736.13","GTEX-12WSC-0011-R6b-SM-5LU99","brainNucAccumbens","6.22"
"ENSG00000141736.13","GTEX-12584-0011-R6a-SM-5NQ7C","brainNucAccumbens","10.97"
"ENSG00000141736.13","GTEX-11WQC-0011-R6a-SM-5BC77","brainNucAccumbens","4.703"
"ENSG00000141736.13","GTEX-11TTK-0011-R6b-SM-DNZZW","brainNucAccumbens","15.92"
"ENSG00000141736.13","GTEX-11PRG-0011-R6b-SM-DO923","brainNucAccumbens","5.968"
"ENSG00000141736.13","GTEX-11ONC-0011-R6a-SM-DO12A","brainNucAccumbens","11.88"
"ENSG00000141736.13","GTEX-11OF3-0011-R6b-SM-57WBG","brainNucAccumbens","8.023"
"ENSG00000141736.13","GTEX-11O72-0011-R6a-SM-DNZZQ","brainNucAccumbens","9.25"
"ENSG00000141736.13","GTEX-11NV4-0011-R6a-SM-57WD5","brainNucAccumbens","8.54"
"ENSG00000141736.13","GTEX-11NUK-0011-R6a-SM-DO93O","brainNucAccumbens","9.435"
"ENSG00000141736.13","GTEX-11GSP-0011-R6b-SM-57WBQ","brainNucAccumbens","11.01"
"ENSG00000141736.13","GTEX-11DZ1-0011-R6b-SM-DNZZG","brainNucAccumbens","9.39"
"ENSG00000141736.13","GTEX-11DYG-0011-R6a-SM-DO936","brainNucAccumbens","6.941"
"ENSG00000141736.13","GTEX-11DXY-0011-R6a-SM-DNZZF","brainNucAccumbens","7.568"
"ENSG00000141736.13","GTEX-11DXW-0011-R6a-SM-DO11N","brainNucAccumbens","3.216"
"ENSG00000141736.13","GTEX-1192X-0011-R7b-SM-DNZZC","brainPutamen","9.846"
"ENSG00000141736.13","GTEX-ZXG5-0011-R7b-SM-57WCC","brainPutamen","3.556"
"ENSG00000141736.13","GTEX-ZVZQ-0011-R7b-SM-57WBB","brainPutamen","5.328"
"ENSG00000141736.13","GTEX-ZVT3-0011-R7a-SM-57WCO","brainPutamen","3.943"
"ENSG00000141736.13","GTEX-ZV68-0011-R7a-SM-51MT4","brainPutamen","5.721"
"ENSG00000141736.13","GTEX-ZUA1-0011-R7b-SM-4YCDP","brainPutamen","6.437"
"ENSG00000141736.13","GTEX-ZF28-0011-R7a-SM-4WKF5","brainPutamen","7.044"
"ENSG00000141736.13","GTEX-ZE9C-0011-R7a-SM-4WWCX","brainPutamen","10.79"
"ENSG00000141736.13","GTEX-ZE7O-0011-R7a-SM-57WCU","brainPutamen","5.242"
"ENSG00000141736.13","GTEX-ZDXO-0011-R7a-SM-4WWCU","brainPutamen","9.343"
"ENSG00000141736.13","GTEX-ZAB4-0011-R7a-SM-4SOKE","brainPutamen","13.66"
"ENSG00000141736.13","GTEX-Z93S-0011-R7b-SM-4RGNK","brainPutamen","2.182"
"ENSG00000141736.13","GTEX-YJ89-0011-R7a-SM-4V6GO","brainPutamen","4.572"
"ENSG00000141736.13","GTEX-YFC4-0011-R7b-SM-4V6E2","brainPutamen","6.521"
"ENSG00000141736.13","GTEX-Y8DK-0011-R7A-SM-4SOJZ","brainPutamen","6.692"
"ENSG00000141736.13","GTEX-XLM4-0011-R7A-SM-4AT5L","brainPutamen","8.589"
"ENSG00000141736.13","GTEX-X261-0011-R7A-SM-4E3JJ","brainPutamen","6.679"
"ENSG00000141736.13","GTEX-WZTO-0011-R7B-SM-4E3IS","brainPutamen","5.773"
"ENSG00000141736.13","GTEX-WWYW-0011-R7A-SM-3NB3H","brainPutamen","13.88"
"ENSG00000141736.13","GTEX-WVLH-0011-R7A-SM-3MJFB","brainPutamen","4.978"
"ENSG00000141736.13","GTEX-WL46-0011-R7A-SM-3LK7X","brainPutamen","3.176"
"ENSG00000141736.13","GTEX-WHSE-0011-R7A-SM-3P5YZ","brainPutamen","2.777"
"ENSG00000141736.13","GTEX-TSE9-0011-R7A-SM-3DB7P","brainPutamen","7.131"
"ENSG00000141736.13","GTEX-T6MN-0011-R7A-SM-32QP5","brainPutamen","10.19"
"ENSG00000141736.13","GTEX-T5JC-0011-R7A-SM-32PME","brainPutamen","5.61"
"ENSG00000141736.13","GTEX-S7SE-0011-R7A-SM-2XCDI","brainPutamen","6.771"
"ENSG00000141736.13","GTEX-RU72-0011-R7A-SM-2TF5U","brainPutamen","3.785"
"ENSG00000141736.13","GTEX-RNOR-0011-R7A-SM-2TF4V","brainPutamen","3.516"
"ENSG00000141736.13","GTEX-R55E-0011-R7A-SM-2TC5Z","brainPutamen","7.48"
"ENSG00000141736.13","GTEX-QVJO-0011-R7A-SM-2S1QO","brainPutamen","14.74"
"ENSG00000141736.13","GTEX-QMR6-0011-R7A-SM-32PKL","brainPutamen","16.26"
"ENSG00000141736.13","GTEX-QDT8-0011-R7A-SM-32PKF","brainPutamen","19.59"
"ENSG00000141736.13","GTEX-Q2AG-0011-R7A-SM-2HMJP","brainPutamen","4.529"
"ENSG00000141736.13","GTEX-P44G-0011-R7A-SM-2I3F9","brainPutamen","9.262"
"ENSG00000141736.13","GTEX-OHPN-0011-R7A-SM-2I5FI","brainPutamen","7.935"
"ENSG00000141736.13","GTEX-NPJ8-0011-R7a-SM-2HMJV","brainPutamen","16.26"
"ENSG00000141736.13","GTEX-NPJ7-0011-R7a-SM-EV79B","brainPutamen","9.679"
"ENSG00000141736.13","GTEX-NL3H-0011-R7a-SM-2I3G5","brainPutamen","4.22"
"ENSG00000141736.13","GTEX-N7MT-0011-R7a-SM-2I3FZ","brainPutamen","8.88"
"ENSG00000141736.13","GTEX-N7MS-0011-R7a-SM-2HMKN","brainPutamen","5.267"
"ENSG00000141736.13","GTEX-1R46S-0011-R7b-SM-EXUTH","brainPutamen","5.928"
"ENSG00000141736.13","GTEX-1OJC4-0011-R7a-SM-EYYX4","brainPutamen","5.677"
"ENSG00000141736.13","GTEX-1MJK2-0011-R7a-SM-EXUS4","brainPutamen","5.874"
"ENSG00000141736.13","GTEX-1MA7X-0011-R7b-SM-EYYWS","brainPutamen","4.096"
"ENSG00000141736.13","GTEX-1LVAO-0011-R7a-SM-EYYWZ","brainPutamen","5.701"
"ENSG00000141736.13","GTEX-1LVA9-0011-R7a-SM-EYYWG","brainPutamen","3.925"
"ENSG00000141736.13","GTEX-1LSNL-0011-R7a-SM-EYYWI","brainPutamen","5.812"
"ENSG00000141736.13","GTEX-1LH75-0011-R7a-SM-EXOIF","brainPutamen","13.23"
"ENSG00000141736.13","GTEX-1JMQK-0011-R7b-SM-EXUTF","brainPutamen","12.43"
"ENSG00000141736.13","GTEX-1JJ6O-0011-R7b-SM-EXUTB","brainPutamen","10.92"
"ENSG00000141736.13","GTEX-1J8Q2-0011-R7a-SM-CKZPF","brainPutamen","7.103"
"ENSG00000141736.13","GTEX-1J1OQ-0011-R7b-SM-ARU87","brainPutamen","27.42"
"ENSG00000141736.13","GTEX-1IY9M-0011-R7a-SM-D4P49","brainPutamen","5.376"
"ENSG00000141736.13","GTEX-1IOXB-0011-R7b-SM-CE6SM","brainPutamen","8.081"
"ENSG00000141736.13","GTEX-1IKOH-0011-R7b-SM-CKZPH","brainPutamen","4.734"
"ENSG00000141736.13","GTEX-1IKK5-0011-R7b-SM-A9G39","brainPutamen","6.486"
"ENSG00000141736.13","GTEX-1IKJJ-0011-R7a-SM-ARZLH","brainPutamen","8.769"
"ENSG00000141736.13","GTEX-1IDJH-0011-R7a-SM-A9SM1","brainPutamen","6.806"
"ENSG00000141736.13","GTEX-1ICLZ-0011-R7a-SM-ARZLU","brainPutamen","4.241"
"ENSG00000141736.13","GTEX-1I1GV-0011-R7a-SM-ARU6R","brainPutamen","7.549"
"ENSG00000141736.13","GTEX-1I1GS-0011-R7a-SM-CM2T6","brainPutamen","22.75"
"ENSG00000141736.13","GTEX-1I1GQ-0011-R7a-SM-CJI41","brainPutamen","6.062"
"ENSG00000141736.13","GTEX-1I1CD-0011-R7a-SM-CMKHA","brainPutamen","6.209"
"ENSG00000141736.13","GTEX-1HT8W-0011-R7b-SM-CMKH8","brainPutamen","4.975"
"ENSG00000141736.13","GTEX-1HGF4-0011-R7a-SM-A96S2","brainPutamen","7.202"
"ENSG00000141736.13","GTEX-1HFI6-0011-R7b-SM-CM2SS","brainPutamen","7.972"
"ENSG00000141736.13","GTEX-1HCVE-0011-R7b-SM-A9G1I","brainPutamen","10.15"
"ENSG00000141736.13","GTEX-1HCU6-0011-R7b-SM-ARL77","brainPutamen","11.03"
"ENSG00000141736.13","GTEX-1HB9E-0011-R7b-SM-A9G1Q","brainPutamen","3.455"
"ENSG00000141736.13","GTEX-1H4P4-0011-R7b-SM-ARU77","brainPutamen","2.761"
"ENSG00000141736.13","GTEX-1H3VE-0011-R7b-SM-CE6S9","brainPutamen","26.4"
"ENSG00000141736.13","GTEX-1H3O1-0011-R7a-SM-CE6SJ","brainPutamen","8.163"
"ENSG00000141736.13","GTEX-1H3NZ-0011-R7a-SM-A9SKD","brainPutamen","8.899"
"ENSG00000141736.13","GTEX-1H23P-0011-R7b-SM-CKZP2","brainPutamen","11.08"
"ENSG00000141736.13","GTEX-1H1ZS-0011-R7a-SM-CL54P","brainPutamen","28.33"
"ENSG00000141736.13","GTEX-1H1DG-0011-R7b-SM-A96RR","brainPutamen","18.47"
"ENSG00000141736.13","GTEX-1H1CY-0011-R7a-SM-CJI32","brainPutamen","6.378"
"ENSG00000141736.13","GTEX-1GZ4I-0011-R7b-SM-ARU71","brainPutamen","6.741"
"ENSG00000141736.13","GTEX-1GZ2Q-0011-R7b-SM-9OSWN","brainPutamen","11.02"
"ENSG00000141736.13","GTEX-1GTWX-0011-R7a-SM-A96RO","brainPutamen","9.034"
"ENSG00000141736.13","GTEX-1GN73-0011-R7a-SM-CJI2U","brainPutamen","3.961"
"ENSG00000141736.13","GTEX-1GN2E-0011-R7b-SM-9QEIJ","brainPutamen","4.574"
"ENSG00000141736.13","GTEX-1GMRU-0011-R7b-SM-A96TJ","brainPutamen","4.37"
"ENSG00000141736.13","GTEX-1GMR8-0011-R7b-SM-CJI2I","brainPutamen","10.22"
"ENSG00000141736.13","GTEX-1GF9W-0011-R7b-SM-9QEIF","brainPutamen","5.756"
"ENSG00000141736.13","GTEX-1GF9V-0011-R7a-SM-CJI2R","brainPutamen","5.973"
"ENSG00000141736.13","GTEX-1F75W-0011-R7a-SM-9QEI6","brainPutamen","5.756"
"ENSG00000141736.13","GTEX-1F75B-0011-R7a-SM-ARU84","brainPutamen","9.834"
"ENSG00000141736.13","GTEX-1F75A-0011-R7b-SM-9QEHE","brainPutamen","6.462"
"ENSG00000141736.13","GTEX-1F6I4-0011-R7a-SM-CJI24","brainPutamen","7.349"
"ENSG00000141736.13","GTEX-1F52S-0011-R7b-SM-9QEH8","brainPutamen","4.423"
"ENSG00000141736.13","GTEX-1F48J-0011-R7a-SM-CJI2G","brainPutamen","13.75"
"ENSG00000141736.13","GTEX-1EX96-0011-R7a-SM-9OSVW","brainPutamen","6.249"
"ENSG00000141736.13","GTEX-1EU9M-0011-R7b-SM-9OSVU","brainPutamen","3.985"
"ENSG00000141736.13","GTEX-1EN7A-0011-R7b-SM-9QEHX","brainPutamen","3.773"
"ENSG00000141736.13","GTEX-1EMGI-0011-R7b-SM-9QEH5","brainPutamen","3.51"
"ENSG00000141736.13","GTEX-1EKGG-0011-R7a-SM-CKZNN","brainPutamen","6.4"
"ENSG00000141736.13","GTEX-1EH9U-0011-R7a-SM-9QEGU","brainPutamen","7.389"
"ENSG00000141736.13","GTEX-1E2YA-0011-R7a-SM-CJI1Z","brainPutamen","2.925"
"ENSG00000141736.13","GTEX-1E1VI-0011-R7b-SM-9QEGR","brainPutamen","3.781"
"ENSG00000141736.13","GTEX-1CB4H-0011-R7b-SM-CJI27","brainPutamen","13.14"
"ENSG00000141736.13","GTEX-1CB4G-0011-R7b-SM-9QEGP","brainPutamen","6.791"
"ENSG00000141736.13","GTEX-1C6WA-0011-R7b-SM-7P8S8","brainPutamen","1.263"
"ENSG00000141736.13","GTEX-1C64N-0011-R7a-SM-7IGOI","brainPutamen","4.372"
"ENSG00000141736.13","GTEX-1B996-0011-R7b-SM-7IGNT","brainPutamen","8.561"
"ENSG00000141736.13","GTEX-1B933-0011-R7a-SM-7DUGX","brainPutamen","8.509"
"ENSG00000141736.13","GTEX-1B8SF-0011-R7b-SM-9OSVM","brainPutamen","4.461"
"ENSG00000141736.13","GTEX-1B8L1-0011-R7b-SM-9OSVK","brainPutamen","3.339"
"ENSG00000141736.13","GTEX-1AX9I-0011-R7b-SM-7P8Q3","brainPutamen","2.612"
"ENSG00000141736.13","GTEX-1A8G6-0011-R7b-SM-7MXTV","brainPutamen","6.054"
"ENSG00000141736.13","GTEX-1A3MX-0011-R7a-SM-7DUEM","brainPutamen","8.826"
"ENSG00000141736.13","GTEX-18465-0011-R7b-SM-7LG6V","brainPutamen","6.1"
"ENSG00000141736.13","GTEX-18464-0011-R7b-SM-731CM","brainPutamen","5.328"
"ENSG00000141736.13","GTEX-183WM-0011-R7b-SM-731AX","brainPutamen","6.701"
"ENSG00000141736.13","GTEX-17MF6-0011-R7b-SM-7LG6J","brainPutamen","5.385"
"ENSG00000141736.13","GTEX-17HII-0011-R7a-SM-79OMS","brainPutamen","8.883"
"ENSG00000141736.13","GTEX-17HHY-0011-R7a-SM-718A1","brainPutamen","6.516"
"ENSG00000141736.13","GTEX-17HG3-0011-R7b-SM-7EPGR","brainPutamen","6.381"
"ENSG00000141736.13","GTEX-17F97-0011-R7b-SM-7MGVY","brainPutamen","6.433"
"ENSG00000141736.13","GTEX-17EVQ-0011-R7a-SM-7EWDA","brainPutamen","3.884"
"ENSG00000141736.13","GTEX-17EVP-0011-R7a-SM-7LTAN","brainPutamen","4.364"
"ENSG00000141736.13","GTEX-16Z82-0011-R7a-SM-7MKGJ","brainPutamen","4.226"
"ENSG00000141736.13","GTEX-16YQH-0011-R7a-SM-79ON1","brainPutamen","2.65"
"ENSG00000141736.13","GTEX-15RJE-0011-R7a-SM-7DHL9","brainPutamen","7.911"
"ENSG00000141736.13","GTEX-15G19-0011-R7b-SM-6M479","brainPutamen","7.224"
"ENSG00000141736.13","GTEX-15ER7-0011-R7a-SM-6M46N","brainPutamen","5.908"
"ENSG00000141736.13","GTEX-15EO6-0011-R7a-SM-6M46Q","brainPutamen","19.62"
"ENSG00000141736.13","GTEX-15DYW-0011-R7a-SM-7KULG","brainPutamen","3.906"
"ENSG00000141736.13","GTEX-15DCD-0011-R7b-SM-6LPID","brainPutamen","7.512"
"ENSG00000141736.13","GTEX-15CHQ-0011-R7b-SM-D4P1Q","brainPutamen","15.44"
"ENSG00000141736.13","GTEX-14PN4-0011-R7b-SM-69LQQ","brainPutamen","5.448"
"ENSG00000141736.13","GTEX-14PJO-0011-R7a-SM-664NR","brainPutamen","10.16"
"ENSG00000141736.13","GTEX-14PJM-0011-R7a-SM-6AJBX","brainPutamen","6.954"
"ENSG00000141736.13","GTEX-14LZ3-0011-R7a-SM-69LQN","brainPutamen","3.127"
"ENSG00000141736.13","GTEX-14JG1-0011-R7b-SM-5YYAV","brainPutamen","6.471"
"ENSG00000141736.13","GTEX-14E7W-0011-R7b-SM-5ZZV4","brainPutamen","3.324"
"ENSG00000141736.13","GTEX-14C5O-0011-R7b-SM-5YYAH","brainPutamen","11.55"
"ENSG00000141736.13","GTEX-14BMV-0011-R7b-SM-5YY9J","brainPutamen","6.602"
"ENSG00000141736.13","GTEX-14BIN-0011-R7b-SM-5S2RI","brainPutamen","5.745"
"ENSG00000141736.13","GTEX-14ASI-0011-R7b-SM-5YY9G","brainPutamen","4.912"
"ENSG00000141736.13","GTEX-14ABY-0011-R7b-SM-5PNWS","brainPutamen","6.505"
"ENSG00000141736.13","GTEX-147GR-0011-R7a-SM-5S2RP","brainPutamen","6.345"
"ENSG00000141736.13","GTEX-145MH-0011-R7a-SM-5PNWH","brainPutamen","5.405"
"ENSG00000141736.13","GTEX-145MG-0011-R7b-SM-5P9JY","brainPutamen","4.72"
"ENSG00000141736.13","GTEX-145LS-0011-R7a-SM-5PNWM","brainPutamen","6.022"
"ENSG00000141736.13","GTEX-144GO-0011-R7b-SM-5S2TT","brainPutamen","2.738"
"ENSG00000141736.13","GTEX-144GL-0011-R7b-SM-5P9HX","brainPutamen","6.727"
"ENSG00000141736.13","GTEX-1445S-0011-R7b-SM-5PNUG","brainPutamen","7.435"
"ENSG00000141736.13","GTEX-13X6K-0011-R7b-SM-5P9K7","brainPutamen","14.37"
"ENSG00000141736.13","GTEX-13X6J-0011-R7b-SM-5PNUC","brainPutamen","4.725"
"ENSG00000141736.13","GTEX-13X6I-0011-R7b-SM-5PNWP","brainPutamen","12.49"
"ENSG00000141736.13","GTEX-13VXU-0011-R7b-SM-5SI72","brainPutamen","5.508"
"ENSG00000141736.13","GTEX-13S7M-0011-R7a-SM-5O9DK","brainPutamen","6.086"
"ENSG00000141736.13","GTEX-13RTJ-0011-R7b-SM-5P9JS","brainPutamen","12.8"
"ENSG00000141736.13","GTEX-13QJC-0011-R7b-SM-5PNUM","brainPutamen","7.659"
"ENSG00000141736.13","GTEX-13PVQ-0011-R7a-SM-5L3G3","brainPutamen","5.763"
"ENSG00000141736.13","GTEX-13OW8-0011-R7a-SM-5L3FP","brainPutamen","7.234"
"ENSG00000141736.13","GTEX-13OW6-0011-R7b-SM-5L3H4","brainPutamen","7.975"
"ENSG00000141736.13","GTEX-13OW5-0011-R7a-SM-5O9C9","brainPutamen","6.795"
"ENSG00000141736.13","GTEX-13OVL-0011-R7a-SM-5P9GW","brainPutamen","5.728"
"ENSG00000141736.13","GTEX-13OVJ-0011-R7a-SM-5L3G1","brainPutamen","25.35"
"ENSG00000141736.13","GTEX-13O3Q-0011-R7a-SM-5KM38","brainPutamen","5.648"
"ENSG00000141736.13","GTEX-13O3O-0011-R7b-SM-5P9GZ","brainPutamen","5.558"
"ENSG00000141736.13","GTEX-13NYB-0011-R7a-SM-5MR5D","brainPutamen","6.574"
"ENSG00000141736.13","GTEX-13N2G-0011-R7a-SM-5MR42","brainPutamen","9.461"
"ENSG00000141736.13","GTEX-13N1W-0011-R7b-SM-5MR4F","brainPutamen","8.627"
"ENSG00000141736.13","GTEX-13JVG-0011-R7b-SM-5MR3Q","brainPutamen","15.58"
"ENSG00000141736.13","GTEX-13JUV-0011-R7b-SM-5LZZG","brainPutamen","3.283"
"ENSG00000141736.13","GTEX-13G51-0011-R7b-SM-5LZXG","brainPutamen","5.867"
"ENSG00000141736.13","GTEX-13FXS-0011-R7a-SM-5L3FC","brainPutamen","7.408"
"ENSG00000141736.13","GTEX-13FLW-0011-R7b-SM-5L3EZ","brainPutamen","7.103"
"ENSG00000141736.13","GTEX-13FLV-0011-R7b-SM-5K7WW","brainPutamen","7.901"
"ENSG00000141736.13","GTEX-13FHP-0011-R7b-SM-5LZYI","brainPutamen","3.816"
"ENSG00000141736.13","GTEX-13FHO-0011-R7b-SM-5LZXD","brainPutamen","19.12"
"ENSG00000141736.13","GTEX-13CZV-0011-R7b-SM-5LZXH","brainPutamen","12"
"ENSG00000141736.13","GTEX-13CF2-0011-R7b-SM-5K7UV","brainPutamen","4.794"
"ENSG00000141736.13","GTEX-139TT-0011-R7b-SM-5J2MN","brainPutamen","8.874"
"ENSG00000141736.13","GTEX-139TS-0011-R7a-SM-5K7X7","brainPutamen","3.696"
"ENSG00000141736.13","GTEX-132Q8-0011-R7b-SM-5N9F1","brainPutamen","34.3"
"ENSG00000141736.13","GTEX-131YS-0011-R7a-SM-5IJDA","brainPutamen","7.867"
"ENSG00000141736.13","GTEX-1313W-0011-R7b-SM-5DUWL","brainPutamen","2.71"
"ENSG00000141736.13","GTEX-13112-0011-R7b-SM-5DUVW","brainPutamen","6.586"
"ENSG00000141736.13","GTEX-12ZZZ-0011-R7b-SM-5EGLE","brainPutamen","7.18"
"ENSG00000141736.13","GTEX-12ZZY-0011-R7a-SM-5EGLB","brainPutamen","8.687"
"ENSG00000141736.13","GTEX-12ZZX-0011-R7b-SM-5DUVV","brainPutamen","7.273"
"ENSG00000141736.13","GTEX-12ZZW-0011-R7a-SM-5DUWC","brainPutamen","8.193"
"ENSG00000141736.13","GTEX-12WSM-0011-R7b-SM-5EGLD","brainPutamen","6.898"
"ENSG00000141736.13","GTEX-12WSI-0011-R7b-SM-5GU78","brainPutamen","8.176"
"ENSG00000141736.13","GTEX-12WSF-0011-R7b-SM-5HL99","brainPutamen","5.275"
"ENSG00000141736.13","GTEX-12WSE-0011-R7a-SM-5PNWF","brainPutamen","1.679"
"ENSG00000141736.13","GTEX-12WSD-0011-R7b-SM-5PNWE","brainPutamen","8.274"
"ENSG00000141736.13","GTEX-12WSC-0011-R7b-SM-5LU9L","brainPutamen","7.246"
"ENSG00000141736.13","GTEX-12WSA-0011-R7b-SM-5GU5U","brainPutamen","12.18"
"ENSG00000141736.13","GTEX-11WQC-0011-R7b-SM-5BC7A","brainPutamen","2.946"
"ENSG00000141736.13","GTEX-11TTK-0011-R7b-SM-DNZZZ","brainPutamen","14.25"
"ENSG00000141736.13","GTEX-11PRG-0011-R7a-SM-DNZZT","brainPutamen","6.443"
"ENSG00000141736.13","GTEX-11ONC-0011-R7b-SM-DO93J","brainPutamen","7.737"
"ENSG00000141736.13","GTEX-11OF3-0011-R7a-SM-57WCG","brainPutamen","4.226"
"ENSG00000141736.13","GTEX-11NV4-0011-R7a-SM-57WDH","brainPutamen","3.697"
"ENSG00000141736.13","GTEX-11NUK-0011-R7a-SM-DO93P","brainPutamen","6.614"
"ENSG00000141736.13","GTEX-11GSP-0011-R7b-SM-57WC3","brainPutamen","8.337"
"ENSG00000141736.13","GTEX-11DZ1-0011-R7a-SM-DNZZH","brainPutamen","6.828"
"ENSG00000141736.13","GTEX-11DYG-0011-R7b-SM-EXUS6","brainPutamen","5.332"
"ENSG00000141736.13","GTEX-11DXY-0011-R7a-SM-DO11L","brainPutamen","4.881"
"ENSG00000141736.13","GTEX-11DXW-0011-R7b-SM-DO119","brainPutamen","4.244"
"ENSG00000141736.13","GTEX-1192X-0011-R9b-SM-DO934","brainSpinalcord","4.643"
"ENSG00000141736.13","GTEX-ZVZQ-0011-R9a-SM-51MRH","brainSpinalcord","6.546"
"ENSG00000141736.13","GTEX-ZF28-0011-R9a-SM-4WWDY","brainSpinalcord","1.759"
"ENSG00000141736.13","GTEX-ZE9C-0011-R9a-SM-4WWCY","brainSpinalcord","8.385"
"ENSG00000141736.13","GTEX-ZAB4-0011-R9a-SM-4SOKG","brainSpinalcord","15.7"
"ENSG00000141736.13","GTEX-YJ89-0011-R9a-SM-4SOK7","brainSpinalcord","4.809"
"ENSG00000141736.13","GTEX-YFC4-0011-R9a-SM-4SOK4","brainSpinalcord","6.275"
"ENSG00000141736.13","GTEX-XMD1-0011-R9A-SM-4AT49","brainSpinalcord","6.594"
"ENSG00000141736.13","GTEX-XLM4-0011-R9A-SM-4AT45","brainSpinalcord","2.678"
"ENSG00000141736.13","GTEX-WL46-0011-R9A-SM-3MJFP","brainSpinalcord","3.462"
"ENSG00000141736.13","GTEX-TSE9-0011-R9A-SM-3DB7Q","brainSpinalcord","5.761"
"ENSG00000141736.13","GTEX-T6MN-0011-R9A-SM-32QOZ","brainSpinalcord","2.928"
"ENSG00000141736.13","GTEX-T5JC-0011-R9A-SM-32PLV","brainSpinalcord","11.04"
"ENSG00000141736.13","GTEX-RU72-0011-R9A-SM-2TF67","brainSpinalcord","2.124"
"ENSG00000141736.13","GTEX-RNOR-0011-R9A-SM-2TF52","brainSpinalcord","13.24"
"ENSG00000141736.13","GTEX-R55E-0011-R9A-SM-2TC6C","brainSpinalcord","6.736"
"ENSG00000141736.13","GTEX-QVUS-0011-R9A-SM-3GIJA","brainSpinalcord","6.99"
"ENSG00000141736.13","GTEX-QVJO-0011-R9A-SM-2S1QH","brainSpinalcord","4.652"
"ENSG00000141736.13","GTEX-QDT8-0011-R9A-SM-CYPRD","brainSpinalcord","12.12"
"ENSG00000141736.13","GTEX-Q2AG-0011-R9A-SM-2HMJ6","brainSpinalcord","1.829"
"ENSG00000141736.13","GTEX-PWO3-0011-R9A-SM-EVR2V","brainSpinalcord","2.817"
"ENSG00000141736.13","GTEX-OXRO-0011-R9A-SM-3NB1X","brainSpinalcord","3.132"
"ENSG00000141736.13","GTEX-OHPN-0011-R9A-SM-5TDEJ","brainSpinalcord","4.121"
"ENSG00000141736.13","GTEX-NPJ8-0011-R9a-SM-2YUN5","brainSpinalcord","4.676"
"ENSG00000141736.13","GTEX-NPJ7-0011-R9a-SM-2TC5R","brainSpinalcord","5.804"
"ENSG00000141736.13","GTEX-NL4W-0011-R9a-SM-2I3G1","brainSpinalcord","2.321"
"ENSG00000141736.13","GTEX-1RQEC-0011-R9a-SM-EZ6N3","brainSpinalcord","6.466"
"ENSG00000141736.13","GTEX-1R46S-0011-R9a-SM-EZ6N7","brainSpinalcord","12.85"
"ENSG00000141736.13","GTEX-1OJC4-0011-R9a-SM-EZ6N1","brainSpinalcord","1.382"
"ENSG00000141736.13","GTEX-1MJK2-0011-R9b-SM-EZ6MZ","brainSpinalcord","11.91"
"ENSG00000141736.13","GTEX-1LVAO-0011-R9a-SM-EZ6MY","brainSpinalcord","1.775"
"ENSG00000141736.13","GTEX-1LVA9-0011-R9a-SM-EYYWF","brainSpinalcord","4.115"
"ENSG00000141736.13","GTEX-1LSNL-0011-R9b-SM-EYYWK","brainSpinalcord","4.509"
"ENSG00000141736.13","GTEX-1LB8K-0011-R9a-SM-EZ6MP","brainSpinalcord","4.88"
